source,target
Electricity can produce light,Okun-àrá lè ṣẹ̀dá ìtànná
Electricity can produce mechanical motion,Okun-àrá lè ṣẹ̀dá ìṣí èṛọ
Electricity can be measured in volts and amperes,Okun-àrá lè jẹ́ wíwọ̀n ní fóòlìtì àti ámpẹ̀yà
Electricity can be affected by temperature,Okun-àrá lè gba ipa láti ìgbóná
Electricity shows resistance effects,Okun-àrá fi àwọn ipa atako hàn
Electricity can create electrolysis,Okun-àrá lè ṣẹ̀dá ìdáàrápínpin
Electricity can produce electromagnetic waves,Okun-àrá lè ṣẹ̀dá àwọn agbòn àrá-òòfà
Electricity can be controlled by switches,Okun-àrá lè jẹ́ dídáàkóso nípa àwọn ṣíwọ́ọ̀ṣí
Electricity can be transformed between voltages,Okun-àrá lè jẹ́ yíyípadà láàrín àwọn ìgbóra-àrá
Electricity follows electric field lines,Okun-àrá tẹ̀lé àwọn ìlà ìté-̣àrá
Electricity can be generated by photoelectric effect,Okun-àrá lè jẹ́ ṣíṣẹ̀dá nípa ipa ìtànná-àrá
Electricity can be generated by chemical reactions,Okun-àrá lè jẹ́ ṣíṣẹ̀dá nípa àwọn ìdárapọ̀ ẹlà
Magnetism involves magnetic fields,Òòfà jẹ mọ́ àwọn ìté-̣òòfà
Magnetism involves magnetic poles,Òòfà jẹ mọ́ àwọn ìgún òòfà
Magnetism can be permanent or temporary,Òòfà lè jẹ́ àyèrẹpẹ tàbí ìgbàdíẹ̀
Magnetism can be induced by electricity,Òòfà lè jẹ́ fífàdání nípa okun-àrá
Magnetism can induce electricity,Òòfà lè fà okun-àrá dání
Magnetism follows field lines,Òòfà tẹ̀lé àwọn ìlà ìté ̣
Magnetism can attract or repel,Òòfà lè fa tàbí tì
Magnetism can be shielded,Òòfà lè jẹ́ dídáàbòbò
Magnetism affects compass needles,Òòfà ní ipa lórí àwọn abẹ́rẹ́ ìtọ́sọ́nà
Magnetism can be generated by moving charges,Òòfà lè jẹ́ ṣíṣẹ̀dá nípa àwọn àyè àrá tí ń ṣí
Magnetism follows Ampere's law,Òòfà tẹ̀lé òfin Ampere
Magnetism can be described by Gauss's law,Òòfà lè jẹ́ ṣíṣàlàyé nípa òfin Gauss
Magnetism exhibits hysteresis in some materials,Òòfà fi ìgbàsẹ́yìn-ìgbàwá hàn nínú àwọn ohun èlò kan
Magnetism can be affected by temperature,Òòfà lè gba ipa láti ìgbóná
Magnetism can be temporary or permanent,Òòfà lè jẹ́ ìgbàdíẹ̀ tàbí àyèrẹpẹ
Physics is a natural science,Èḳó ̣nípa èdá jé ̣èḳó ̣ìmò-̣jinlẹ̀ ayébáyé
Energy is the capacity to perform work,Agbára jé ̣okun fún ètò èdá kan láti le ṣe iṣé ̣
Heat energy transfers among particles,Agbára okun-iná máa ń ṣí ní ipò láarín àwọn átòṃù
Light is a form of radiant energy,Agbára ìtànná jé ̣irú agbára atàn kan
Mechanical energy combines potential and kinetic energy,Agbára èṛọ jé ̣àpapò agbára nípa ìpò àti agbára nípa ìmira
Force causes objects to change motion,Ipá máa ń mú kí èdá kan pa eré dà
Force has direction,Ipá ní ipa
Potential energy depends on position,Agbára nípa ìpò dá lórí ipò tí nkan wà
Kinetic energy relates to motion,Agbára nípa ìmira jẹ mọ́ ìmira
Work is a scalar quantity,Iṣé ̣jé ̣oun àìnípa
Power measures how quickly work is done,Ìgbóra wọn ìyásí bí iṣé ̣ṣe ńṣe
Sound travels through matter,Ìró máa ń tàn káàkiri inú èdá
Sound energy comes from vibrations,Agbára ìró ṣẹ̀ wá láti gbígbòn
Magnetic energy creates magnetic fields,Agbára òòfà máa ń ṣẹ̀dá ìté-̣òòfà
Electrical energy flows through conductors,Agbára okun-àrá máa ń ṣàn káàkiri inú àwọn onípa
Temperature measures hotness,Ìgbóná wọn ìwọ̀n gbígbóná
Temperature scales include Celsius and Fahrenheit,Àwọn ìdíwòn ìgbóná ni ti Sélsí ̣òsị̀ àti ti Fárínháìtì
Solids have definite shape,Adì ní ìrí tí ó dúró
Liquids flow to fill containers,Aṣàn máa ń ṣàn láti kún ohun èlò
Gases expand to fill available space,Òyì máa ń tẹ̀ láti kún àyè tó wà
Mass measures the amount of matter,Ìwòn-okun wọn iye èdá
Weight is affected by gravity,Ìwòn-ìwúwo gba ipa láti ọwọ́ ipá òòfà-ilẹ̀
Gravity pulls objects toward Earth,Ipá òòfà-ilẹ̀ máa ń fa àwọn èdá sí ilẹ̀
Friction opposes motion,Ìmúlẹ̀ máa ń tako ìṣí
Heat transfers from hot to cold,Okun-iná máa ń ṣí ní ipò láti ibi gbígbóná sí ibi tútù
Light can be reflected,Ìtànná lè jẹ́ fífàsẹ́yìn
Sound waves can be longitudinal,Agbòn ìró lè jẹ́ olóòró
Magnets attract iron,Òòfà máa ń fa irin
Electric current flows in circuits,Ìsán-àrá máa ń ṣàn nínú ìrìnpo
Resistance opposes current,Atako máa ń tako ìsán-àrá
Voltage drives current,Ìgbóra-àrá máa ń le ìsán-àrá lọ
The sun is a source of energy,Oòrùn jẹ́ ìṣẹ̀dá agbára
Water can be a source of energy,Omi lè jẹ́ ìṣẹ̀dá agbára
Wind is a source of energy,Afẹ́fẹ́ jẹ́ ìṣẹ̀dá agbára
Chemicals store energy,Ẹlà máa ń tọ́jú agbára
Simple machines make work easier,Àwọn èṛọ àtilẹ̀wá máa ń mú iṣẹ́ rọrùn
A lever uses a fulcrum,Egbé máa ń lo àtàrí
A pulley changes direction of force,Afàwòn máa ń pa ipò ipá dà
An inclined plane reduces effort,Pẹpẹ dídà máa ń dín agbára ipá kù
A wedge is a double-inclined plane,Òòlà jẹ́ onípẹpẹ dídà méjì
A screw is an inclined plane wrapped around a cylinder,Ìdè jẹ́ pẹpẹ dídà tó yí òpá kiri
Wavelength is distance between wave crests,Ìgbòn agbòn jẹ́ ìjìn láàrín àwọn gegele agbòn
Frequency counts waves per second,Ìyásí jẹ́ ìka agbòn ní ìṣẹ́jú kan
Amplitude measures wave energy,Ìjì agbòn wọn agbára agbòn
Light has wavelike properties,Ìtànná ní ìwà bí agbòn
Light has particle-like properties,Ìtànná ní ìwà bí átòṃù
Sound needs a medium,Ìró nílò àyè láti gbòn
Light can travel through vacuum,Ìtànná lè tàn káàkiri inú òfìfo
Atoms contain protons and neutrons,Átòṃù ní pírótónù àti nútírónù
Electrons orbit the nucleus,Èlẹ́kìtírónù máa ń yí àárín kiri
Atoms combine to form molecules,Átòṃù máa ń dapọ̀ láti ṣẹ̀dá mólékù
Chemical bonds store energy,Ìsopọ̀ ẹlà máa ń tọ́jú agbára
Nuclear energy comes from atom cores,Agbára àgó-̣átòṃù máa ń wá láti inú àárín átòṃù
Reflection bounces light,Ìfàsẹ́yìn máa ń ta ìtànná padà
Refraction bends light,Ìṣẹ́-ìtànná máa ń tẹ ìtànná
White light contains all colors,Ìtànná funfun ní gbogbo àwọ̀
Prisms separate colors of light,Prísì máa ń pín àwọn àwọ̀ ìtànná
Color spectrum includes ROYGBIV,"Àwọn àwọ̀ àádi-ìtànná ni pupa, ọsàn, èsè, ewé, àyìnrín, èlú, àti aró"
Convex lenses converge light,Awòye oníkùn máa ń so ìtànná pọ̀
Concave lenses diverge light,Awòye onínú máa ń tú ìtànná ká
Mirrors reflect light,Awòji máa ń fà ìtànná sẹ́yìn
Concave mirrors can focus light,Awòji onínú lè so ìtànná pọ̀
Convex mirrors spread light,Awòji oníkùn máa ń tú ìtànná ká
Electrical circuits must be complete,Ìrìnpo okun-àrá gbọ́dọ̀ jẹ́ pípé
Switches control current flow,Ṣíwọ́ọ̀ṣí máa ń darí ìsán-àrá
Batteries provide electrical energy,Bátìrì máa ń pèsè agbára okun-àrá
Electromagnets use electricity to create magnetism,Àrá-òòfà máa ń lo okun-àrá láti ṣẹ̀dá òòfà
Sound can be high or low pitch,Ìró lè jẹ́ gíga tàbí ìsàlẹ̀ ohùn
Volume measures sound loudness,Ariwo jẹ́ ìwọ̀n kíkún ìró
Velocity includes speed and direction,Ìdà-ipò ní ìyára àti àkọsí
Acceleration is change in velocity,Ìdà-eré jẹ́ ìyípadà nínú ìdà-ipò
Momentum depends on mass and velocity,Ipáàlọ dá lórí ìwọ̀n-okun àti ìdà-ipò
Air has pressure,Afẹ́fẹ́ ní èéfún
Pressure depends on force and area,Èéfún dá lórí ipá àti òrò
Buoyancy is an upward force in fluids,Ipá àtẹ́lẹ́ jẹ́ ipá sókè nínú aṣàn
Density relates mass to volume,Kíkítẹ́ jẹ mọ́ ìwọ̀n-okun sí àyè
Specific heat varies between substances,Okun-iná ìwònkan yàtọ̀ láàrín àwọn èdá
Latent heat relates to state changes,Okun-iná wíwàba jẹ mọ́ ìyípadà ipò
Thermal expansion occurs with heating,Ìtẹ̀wọ̀n ooru ṣẹlẹ̀ pẹ̀lú gbígbóná
Sound energy can transform to other energy,Agbára ìró lè yípadà sí agbára mìíràn
Light energy can become electrical energy,Agbára ìtànná lè di agbára okun-àrá
Chemical energy can produce heat energy,Agbára ẹlà lè ṣẹ̀dá agbára okun-iná
Energy can be stored and released,Agbára lè jẹ́ títọ́jú àti títúsílẹ̀
Energy cannot be created or destroyed,Agbára kò lè jẹ́ dídá tàbí píparun
Energy can change forms,Agbára lè yí ìrí padà
Heat moves by conduction,Okun-iná máa ń ṣí nípa ìtànsí
Heat moves by convection,Okun-iná máa ń ṣí nípa àjògúnfà
Heat moves by radiation,Okun-iná máa ń ṣí nípa atànná
Insulators resist heat flow,Adísí máa ń tako ìṣí okun-iná
Conductors allow heat flow,Onípa máa ń fàyè gba ìṣí okun-iná
Metals are good conductors,Àwọn irin jẹ́ onípa tó dára
Wood is a poor conductor,Igi jẹ́ onípa tí kò dára
Electric motors convert electrical energy to mechanical energy,Èṛọ ìdáàrá máa ń yí agbára okun-àrá padà sí agbára èṛọ
Generators convert mechanical energy to electrical energy,Olùṣẹ̀dá máa ń yí agbára èṛọ padà sí agbára okun-àrá
Solar panels convert light to electricity,Àwo-oòrùn máa ń yí ìtànná padà sí okun-àrá
Friction creates heat,Ìmúlẹ̀ máa ń ṣẹ̀dá okun-iná
Electric current produces magnetic fields,Ìsán-àrá máa ń ṣẹ̀dá ìté-̣òòfà
Changing magnetic fields produce electric current,Ìyípadà ìté-̣òòfà máa ń ṣẹ̀dá ìsán-àrá
Gravity depends on mass,Ipá òòfà-ilẹ̀ dá lórí ìwọ̀n-okun
Atoms contain subatomic particles,Átòṃù ní àwọn ẹ̀yọ abẹ́-átòṃù
Forces can be balanced or unbalanced,Ipá lè jẹ́ ìbámu tàbí àìbámu
Balanced forces do not cause acceleration,Ipá ìbámu kì í ṣẹ̀dá ìdà-eré
Unbalanced forces cause acceleration,Ipá àìbámu máa ń ṣẹ̀dá ìdà-eré
Inertia resists changes in motion,Àìfàgbára máa ń tako ìyípadà nínú ìṣí
Every action has an equal and opposite reaction,Ìgbéṣe kọ̀ọ̀kan ní èsì tí ó dọ́gba tí ó sì lòdì
Heat flows from hot to cold,Okun-iná máa ń ṣàn láti ibi gbígbóná sí ibi tútù
Pressure in a fluid increases with depth,Èéfún nínú aṣàn máa ń pọ̀ pẹ̀lú jíjìn
Light rays converge at a focal point,Àwọn ìtànná máa ń pàdé ní ojú àkójọpọ̀
Lenses bend light rays,Àwọn awòye máa ń tẹ àwọn ìtànná
Electric circuits require a complete path,Ìrìnpo okun-àrá nílò ipa tí ó pé
Resistors reduce current flow,Àwọn atako máa ń dín ìsán-àrá kù
Capacitors store electric charge,Àwọn apamọ́yẹàrá máa ń tọ́jú ìyẹ-àrá
Magnets have north and south poles,Àwọn òòfà ní àríwá àti gúúsù
Opposite poles attract,Àwọn ìgún tí ó lòdì sí ara wọn máa ń fa ara wọn
Similar poles repel,Àwọn ìgún tí ó jọra máa ń tì ara wọn
Sound waves create compression and rarefaction,Agbòn ìró máa ń ṣẹ̀dá ìfúnpọ̀ àti ìtúká
Fluids exert pressure in all directions,Àwọn aṣàn máa ń fi èéfún ṣiṣẹ́ ní gbogbo ìhà
Fluids transmit pressure equally,Àwọn aṣàn máa ń gbé èéfún dọ́gba
Objects float when buoyancy exceeds weight,Àwọn èdá máa ń léfòó nígbàtí ipá àtẹ́lẹ́ bá ju ìwọ̀n-ìwúwo lọ
Objects sink when weight exceeds buoyancy,Àwọn èdá máa ń rì nígbàtí ìwọ̀n-ìwúwo bá ju ipá àtẹ́lẹ́ lọ
Energy comes in many forms,Agbára wá ní oríṣi púpọ̀
Work equals force times distance,Iṣẹ́ jẹ́ dọ́gba ipá lọ́nà ìjìn
Power equals work divided by time,Ìgbóra jẹ́ dọ́gba iṣẹ́ pín fún àkókò
Vibration causes sound,Gbígbòn máa ń fa ìró
Echoes are reflected sound waves,Ìjìhìn jẹ́ agbòn ìró tí a fà sẹ́yìn
Earthquakes produce seismic waves,Ìṣẹ̀mí-ilẹ̀ máa ń ṣẹ̀dá agbòn ìṣẹ̀mímí
Light can be polarized,Ìtànná lè jẹ́ ìfíjúdènà
Pressure varies with altitude,Èéfún máa ń yàtọ̀ pẹ̀lú gíga
Gases can be compressed,Àwọn òyì lè jẹ́ ìfúnpọ̀
Liquids are nearly incompressible,Àwọn aṣàn fẹ́rẹ̀ jẹ́ àìlèfúnpọ̀
Solids resist compression,Àwọn adì máa ń tako ìfúnpọ̀
Temperature affects volume,Ìgbóná máa ń ní ipa lórí àyè
Mass does not depend on gravity,Ìwọ̀n-okun kò dá lórí ipá òòfà-ilẹ̀
Weight depends on gravity,Ìwọ̀n-ìwúwo dá lórí ipá òòfà-ilẹ̀
Air has weight,Afẹ́fẹ́ ní ìwọ̀n-ìwúwo
Motors use electromagnets,Àwọn èṛọ ìdáàrá máa ń lo àrá-òòfà
Generators use magnets,Àwọn olùṣẹ̀dá máa ń lo òòfà
Solar energy comes from the sun,Agbára ìtàn-oòrùn wá láti ọ̀dọ̀ oòrùn
Wind energy comes from moving air,Agbára afẹ́fẹ́ wá láti afẹ́fẹ́ tí ń ṣí
Hydroelectric energy comes from falling water,Agbára ìṣán-omi wá láti omi tí ń ṣàn
Nuclear energy comes from atom splitting,Agbára àgó-̣átòṃù wá láti píntọ́ átòṃù
Fossil fuels store chemical energy,Àwọn epo-ìsàlẹ̀ màa ń tọ́jú agbára ẹlà
Batteries convert chemical energy to electrical energy,Bátìrì máa ń yí agbára ẹlà padà sí agbára okun-àrá
Electric motors convert electrical energy to mechanical energy,Àwọn èṛọ ìdáàrá máa ń yí agbára okun-àrá padà sí agbára èṛọ
Gas laws describe behavior of gases,Àwọn ofì-òyì ṣàlàyé ìṣesí àwọn òyì
Matter consists of atoms,Èdá ní átòṃù
Atoms contain electrons and nuclei,Átòṃù ní èlẹ́kìtírónù àti àárín
Nuclei contain protons and neutrons,Àárín ní pírótónù àti nútírónù
Chemical reactions rearrange atoms,Àwọn ìdárapọ̀ ẹlà máa ń tún átòṃù ṣe
Energy levels in atoms are quantized,Àwọn ìpele agbára nínú átòṃù jẹ́ onínípìntọ́
"Electromagnetic waves include radio, microwave, infrared, visible light, ultraviolet, X-rays, and gamma rays","Agbòn àrá-òòfà ní rédíò, maikroweefu, abẹ́-pupa, ìtànná àfojúrí, òkè-pupa, ẹ̀ro-X, àti ẹ̀ro-gama"
Light travels at constant speed in vacuum,Ìtànná máa ń gbòn ní ìyára dídúró nínú òfìfo
Sound speed depends on the medium,Ìyára ìró dá lórí àyè tó ń gbòn káàkiri
Waves can undergo interference,Àwọn agbòn lè kọjú ìdíbàjẹ́
Waves can be diffracted,Àwọn agbòn lè jẹ́ títẹ́
Light waves can be polarized,Agbòn ìtànná lè jẹ́ ìfíjúdènà
Magnetic fields surround magnets,Ìté-̣òòfà máa ń yí òòfà ká
Electric fields surround charges,Ìté-̣àrá máa ń yí àyè àrá ká
Lenses correct vision problems,Àwọn awòye máa ń ṣàtúnṣe àwọn ìṣòro ìríran
Telescopes magnify distant objects,Àwọn jínjínrìn máa ń tóbi àwọn èdá tí ó jìnnà
Microscopes magnify tiny objects,Àwọn kékerìn máa ń tóbi àwọn èdá tí ó kéré
Electrons have negative charge,Èlẹ́kìtírónù ní àyè àrá ìdájú
Protons have positive charge,Pírótónù ní àyè àrá gbòóṣì
Neutrons have no charge,Nútírónù kò ní àyè àrá
Opposite charges attract,Àwọn àyè àrá tí ó lòdì máa ń fa ara wọn
Like charges repel,Àwọn àyè àrá tí ó jọra máa ń tì ara wọn
Electric current produces heat,Ìsán-àrá máa ń ṣẹ̀dá ooru
Electric current can create light,Ìsán-àrá lè ṣẹ̀dá ìtànná
Electromagnetic induction creates current,Àgbàsíwájú àrá-òòfà máa ń ṣẹ̀dá ìsán-àrá
Transformers use electromagnetic induction,Àwọn afagbára-àrá padà máa ń lo àgbàsíwájú àrá-òòfà
Semiconductors conduct electricity partially,Àwọn alábòsípa máa ń gbé okun-àrá ní ààbọ̀
Transistors control electric current,Àwọn atórinú máa ń darí ìsán-àrá
Diodes allow current in one direction,Àwọn olóònàkan máa ń fàyè gba ìsán-àrá lọ́nà kan
Sound travels faster in solids than in air,Ìró máa ń tàn káàkiri ní ìyára jù nínú adì ju inú afẹ́fẹ́ lọ
Light travels faster than sound,Ìtànná máa ń tàn káàkiri ní ìyára ju ìró lọ
Energy can be converted between forms,Agbára lè jẹ́ yíyípadà láàrín àwọn orí
Mass and energy are related,Ìwọ̀n-okun àti agbára jẹ mọ́ ara wọn
Light behaves as both wave and particle,Ìtànná máa ń hùwà bí agbòn àti átòṃù
Magnetic poles cannot be isolated,Àwọn ìgún òòfà kò lè jẹ́ ìyàsọ́tọ̀
Electric circuits require a complete path,Ìrìnpo okun-àrá nílò ojú ọ̀nà tí ó pé
